step,episode,episode_return,episode_wue,episode_fair_std,episode_worst_outage_h,loss,epsilon,eval_return
63672,379,-53.3790,78121.24,0.05703,52.00,0.072162,0.0500,
63840,380,-87.9919,163280.02,0.02807,77.75,0.055536,0.0500,
64008,381,-55.5074,67515.43,0.05564,49.75,0.053375,0.0500,
64176,382,-54.4350,81038.26,0.06230,58.00,0.039822,0.0500,
64344,383,-50.2967,71050.90,0.06355,51.00,0.039657,0.0500,
64512,384,-72.5005,98429.86,0.10594,75.25,0.078347,0.0500,
64680,385,-83.9136,154771.54,0.05690,78.50,0.050075,0.0500,
64848,386,-82.0869,154339.74,0.04355,77.25,0.049130,0.0500,
65000,386,,,,,,,-65.4434
65016,387,-48.7770,73739.93,0.08155,60.00,0.071595,0.0500,
65184,388,-82.5957,157788.25,0.03929,78.00,0.044597,0.0500,
65352,389,-79.2729,156168.18,0.06690,90.00,0.058192,0.0500,
65520,390,-54.9847,74508.32,0.09918,69.25,0.048174,0.0500,
65688,391,-50.9521,76171.97,0.07218,56.25,0.057712,0.0500,
65856,392,-52.8167,76262.08,0.07107,54.75,0.075201,0.0500,
66024,393,-69.8965,102485.94,0.07895,70.00,0.051707,0.0500,
66192,394,-50.2028,82081.85,0.08878,65.00,0.056776,0.0500,
66360,395,-51.8040,84261.38,0.07678,63.50,0.063723,0.0500,
66528,396,-45.7324,73211.27,0.07864,57.75,0.077579,0.0500,
66696,397,-82.0843,162822.17,0.06246,86.00,0.043448,0.0500,
66864,398,-50.0433,90842.71,0.06799,57.75,0.059059,0.0500,
67032,399,-86.9768,155020.94,0.03631,73.00,0.077501,0.0500,
67200,400,-48.1385,77715.26,0.06941,53.50,0.076157,0.0500,
67368,401,-49.6143,81180.76,0.03905,48.50,0.067049,0.0500,
67536,402,-63.1915,103515.16,0.08837,73.50,0.057035,0.0500,
67704,403,-51.8565,90990.54,0.07165,60.25,0.045634,0.0500,
67872,404,-67.3100,104449.21,0.03513,56.50,0.052752,0.0500,
68040,405,-79.3133,141807.90,0.04364,74.75,0.039855,0.0500,
68208,406,-48.5217,88754.77,0.09753,74.00,0.060454,0.0500,
68376,407,-51.6141,85863.10,0.11733,73.25,0.053343,0.0500,
68544,408,-61.8636,103282.69,0.06959,69.00,0.049159,0.0500,
68712,409,-89.6363,177129.90,0.04379,86.00,0.064712,0.0500,
68880,410,-49.4918,87747.13,0.06837,59.50,0.047696,0.0500,
69048,411,-50.3538,86598.78,0.06442,59.00,0.065346,0.0500,
69216,412,-49.4124,76000.92,0.09550,65.00,0.068775,0.0500,
69384,413,-47.5630,85767.86,0.06478,62.00,0.055501,0.0500,
69552,414,-47.2671,78405.05,0.09574,70.50,0.047722,0.0500,
69720,415,-46.4509,88266.30,0.07754,68.75,0.053958,0.0500,
69888,416,-48.6734,83644.57,0.05221,57.75,0.071171,0.0500,
70000,416,,,,,,,-62.2786
70056,417,-48.8173,89832.97,0.07957,65.25,0.058747,0.0500,
70224,418,-50.3250,84001.50,0.08462,62.75,0.049502,0.0500,
70392,419,-60.2679,100581.51,0.09215,74.75,0.055797,0.0500,
70560,420,-81.2327,167800.49,0.04093,80.25,0.047475,0.0500,
70728,421,-50.6133,75523.33,0.07033,55.75,0.058256,0.0500,
70896,422,-49.3742,82425.19,0.08451,63.75,0.053559,0.0500,
71064,423,-81.5342,160213.91,0.02882,76.50,0.060792,0.0500,
71232,424,-50.5219,90450.15,0.05258,54.50,0.053116,0.0500,
71400,425,-49.1838,82908.64,0.04258,51.50,0.047627,0.0500,
71568,426,-60.0980,91248.18,0.06446,62.75,0.045984,0.0500,
71736,427,-75.0206,142553.96,0.04769,70.75,0.051275,0.0500,
71904,428,-84.9417,180234.27,0.04829,90.50,0.060379,0.0500,
72072,429,-65.6030,102262.87,0.09199,72.75,0.064012,0.0500,
72240,430,-48.3680,87065.57,0.09415,68.00,0.052085,0.0500,
72408,431,-52.0582,89834.89,0.08673,66.75,0.057140,0.0500,
72576,432,-49.8726,89050.46,0.08100,62.75,0.052081,0.0500,
72744,433,-47.4109,73689.34,0.07755,55.50,0.085335,0.0500,
72912,434,-53.2844,86255.25,0.06158,56.75,0.054180,0.0500,
73080,435,-48.4636,81278.17,0.05118,54.25,0.043333,0.0500,
73248,436,-48.5833,77045.53,0.04862,48.50,0.078321,0.0500,
73416,437,-70.3374,115875.94,0.04388,62.50,0.122219,0.0500,
73584,438,-49.6442,82757.03,0.07249,60.00,0.068292,0.0500,
73752,439,-47.6762,86600.78,0.07785,59.00,0.059036,0.0500,
73920,440,-48.2374,84974.17,0.07389,62.75,0.043256,0.0500,
74088,441,-85.3881,170757.16,0.05627,82.00,0.062821,0.0500,
74256,442,-68.0966,107843.03,0.06783,71.00,0.039075,0.0500,
74424,443,-86.2086,180611.12,0.04165,85.50,0.045526,0.0500,
74592,444,-94.2045,194604.35,0.10626,116.50,0.054796,0.0500,
74760,445,-49.9380,81965.92,0.08423,63.00,0.067438,0.0500,
74928,446,-53.7619,84917.21,0.10602,76.75,0.077190,0.0500,
75000,446,,,,,,,-69.5676
75096,447,-87.2914,174780.25,0.05950,88.25,0.056990,0.0500,
75264,448,-93.1349,200623.67,0.08900,110.25,0.042214,0.0500,
75432,449,-49.4010,87027.01,0.09342,68.75,0.081187,0.0500,
75600,450,-53.2940,91750.74,0.06997,65.25,0.067619,0.0500,
75768,451,-85.1505,172362.65,0.05021,83.75,0.060633,0.0500,
75936,452,-90.1099,176909.51,0.03185,81.50,0.057518,0.0500,
76104,453,-52.2358,84086.79,0.04646,55.00,0.095720,0.0500,
76272,454,-87.5474,180618.11,0.09134,103.25,0.065456,0.0500,
76440,455,-64.5136,96016.00,0.05646,60.50,0.067380,0.0500,
76608,456,-61.6838,97452.94,0.07504,68.75,0.040933,0.0500,
76776,457,-46.7988,74020.04,0.06362,54.25,0.036703,0.0500,
76944,458,-47.1662,74119.68,0.07832,54.25,0.057537,0.0500,
77112,459,-49.6005,78741.75,0.07170,59.00,0.062490,0.0500,
77280,460,-66.9174,114928.50,0.08438,77.00,0.058464,0.0500,
77448,461,-60.7116,108836.44,0.05670,67.00,0.028809,0.0500,
77616,462,-48.7756,74164.66,0.09090,62.50,0.055052,0.0500,
77784,463,-58.0558,90374.20,0.09417,67.00,0.046513,0.0500,
77952,464,-47.6051,79320.84,0.08656,65.00,0.058257,0.0500,
78120,465,-48.2741,83115.43,0.08996,69.25,0.061232,0.0500,
78288,466,-47.4040,80106.78,0.07855,61.25,0.057312,0.0500,
78456,467,-46.1144,84162.59,0.07058,58.75,0.041411,0.0500,
78624,468,-73.9405,141384.73,0.06836,79.50,0.065785,0.0500,
78792,469,-45.4980,78432.85,0.08790,63.00,0.067308,0.0500,
78960,470,-45.2967,78566.20,0.07799,62.50,0.064152,0.0500,
79128,471,-45.2366,82709.48,0.08810,65.50,0.049556,0.0500,
79296,472,-75.9606,156368.67,0.04833,79.75,0.034718,0.0500,
79464,473,-66.6171,89533.42,0.08917,70.25,0.048748,0.0500,
79632,474,-78.9822,157096.74,0.06606,84.00,0.043870,0.0500,
79800,475,-65.6599,109180.76,0.10222,73.00,0.055578,0.0500,
79968,476,-51.1070,81651.68,0.11436,67.50,0.068561,0.0500,
80000,476,,,,,,,-60.0932
