step,episode,episode_return,episode_wue,episode_fair_std,episode_worst_outage_h,loss,epsilon,eval_return
63168,376,-74.9884,96710.53,0.06939,64.00,0.119286,0.0500,
63336,377,-57.5435,76475.37,0.07551,59.00,0.053227,0.0500,
63504,378,-55.5886,91939.70,0.06590,63.50,0.049579,0.0500,
63672,379,-67.4398,84109.67,0.06323,63.50,0.071447,0.0500,
63840,380,-89.0451,141972.28,0.06028,76.25,0.096751,0.0500,
64008,381,-60.6893,90874.93,0.07965,67.50,0.070654,0.0500,
64176,382,-59.7361,88257.55,0.08999,60.75,0.080513,0.0500,
64344,383,-55.7509,80070.61,0.06900,58.50,0.064530,0.0500,
64512,384,-74.8651,120827.63,0.03121,64.25,0.113170,0.0500,
64680,385,-82.3254,156837.29,0.04498,76.75,0.062461,0.0500,
64848,386,-88.5331,146151.78,0.08804,84.75,0.063522,0.0500,
65000,386,,,,,,,-81.8008
65016,387,-55.8539,78582.16,0.08775,68.50,0.075033,0.0500,
65184,388,-87.5441,139188.49,0.03297,66.75,0.058058,0.0500,
65352,389,-86.3126,148683.98,0.08421,80.00,0.103745,0.0500,
65520,390,-55.5494,81972.48,0.06770,60.50,0.066792,0.0500,
65688,391,-55.7890,81241.91,0.10251,75.00,0.049336,0.0500,
65856,392,-60.3550,86402.84,0.11631,81.25,0.082769,0.0500,
66024,393,-77.2731,102417.35,0.13207,92.25,0.064263,0.0500,
66192,394,-53.6959,93696.06,0.05693,63.50,0.075639,0.0500,
66360,395,-62.4655,99561.14,0.05966,62.50,0.074472,0.0500,
66528,396,-55.6859,89602.52,0.08054,68.75,0.070719,0.0500,
66696,397,-96.2764,177956.49,0.06709,89.50,0.055253,0.0500,
66864,398,-60.0755,86146.69,0.08115,61.00,0.066504,0.0500,
67032,399,-88.2197,138920.97,0.04071,67.75,0.070937,0.0500,
67200,400,-54.2950,87623.49,0.04869,57.50,0.075012,0.0500,
67368,401,-52.5665,90836.65,0.03329,51.75,0.096944,0.0500,
67536,402,-77.0540,99925.66,0.07125,65.50,0.059488,0.0500,
67704,403,-61.3123,103691.68,0.09713,76.50,0.070986,0.0500,
67872,404,-74.3834,103069.70,0.06137,67.00,0.107754,0.0500,
68040,405,-90.0014,137374.75,0.04575,69.50,0.081181,0.0500,
68208,406,-54.3840,89190.00,0.09083,75.75,0.068936,0.0500,
68376,407,-58.5829,84938.82,0.11625,77.50,0.059194,0.0500,
68544,408,-74.6306,119954.57,0.08777,83.75,0.081379,0.0500,
68712,409,-90.0812,151665.96,0.06150,78.25,0.066137,0.0500,
68880,410,-54.0213,85638.59,0.08716,65.50,0.074705,0.0500,
69048,411,-57.0965,93392.50,0.02776,50.75,0.095124,0.0500,
69216,412,-55.2799,83880.60,0.08816,68.75,0.079472,0.0500,
69384,413,-53.5064,87237.58,0.05927,63.00,0.080715,0.0500,
69552,414,-56.0160,80916.96,0.05273,55.25,0.056069,0.0500,
69720,415,-51.7081,86687.77,0.06751,59.25,0.064942,0.0500,
69888,416,-59.1505,92706.76,0.02198,48.50,0.062430,0.0500,
70000,416,,,,,,,-80.4077
70056,417,-56.3749,84147.60,0.06017,57.25,0.071654,0.0500,
70224,418,-54.4756,88010.03,0.05753,57.00,0.069088,0.0500,
70392,419,-66.6002,105525.77,0.08770,78.75,0.059017,0.0500,
70560,420,-90.9800,147308.04,0.04462,74.00,0.060175,0.0500,
70728,421,-59.0452,85802.83,0.07041,63.75,0.081184,0.0500,
70896,422,-60.5177,90413.74,0.11888,79.75,0.076060,0.0500,
71064,423,-88.2404,137889.31,0.08650,85.75,0.068568,0.0500,
71232,424,-58.0934,93430.28,0.06470,60.50,0.069813,0.0500,
71400,425,-54.4833,95580.65,0.07567,71.50,0.077860,0.0500,
71568,426,-68.1779,108532.07,0.11071,79.00,0.052386,0.0500,
71736,427,-87.7446,160442.53,0.07090,92.00,0.067507,0.0500,
71904,428,-96.0726,159647.03,0.02399,74.50,0.072950,0.0500,
72072,429,-76.6303,108932.52,0.05624,66.50,0.070534,0.0500,
72240,430,-64.4126,93758.61,0.12829,80.50,0.080655,0.0500,
72408,431,-63.0144,87476.17,0.11495,76.50,0.077918,0.0500,
72576,432,-59.1234,108616.88,0.08040,68.50,0.066567,0.0500,
72744,433,-50.5693,83522.10,0.07560,60.00,0.101200,0.0500,
72912,434,-65.8721,93444.00,0.05939,58.25,0.071677,0.0500,
73080,435,-54.7793,87291.88,0.05262,58.50,0.065929,0.0500,
73248,436,-55.9816,99590.65,0.06816,67.75,0.079780,0.0500,
73416,437,-68.1439,108358.45,0.08312,80.25,0.101567,0.0500,
73584,438,-60.4432,86257.11,0.08331,67.00,0.066141,0.0500,
73752,439,-53.8393,88469.00,0.05813,58.50,0.064094,0.0500,
73920,440,-54.1799,92810.52,0.06784,65.25,0.056309,0.0500,
74088,441,-82.1693,137349.24,0.08791,90.50,0.062031,0.0500,
74256,442,-81.8251,90868.34,0.10927,78.00,0.064198,0.0500,
74424,443,-90.8639,162619.54,0.04412,77.25,0.052580,0.0500,
74592,444,-90.9669,144831.17,0.06627,77.50,0.059550,0.0500,
74760,445,-53.6040,96524.12,0.06768,63.75,0.086789,0.0500,
74928,446,-60.5952,94311.90,0.11112,79.75,0.086423,0.0500,
75000,446,,,,,,,-72.4099
